cert,asset_16
30585,61142
30595,127016
30615,94756
30618,9752
30619,76297
30637,240171
30656,49116
30664,73872
30680,304458
30688,71123
30692,141894
30698,528339
30704,587683
30707,174373
30720,1463342
30722,352181
30744,45904
30746,35772782
30750,930401
30776,4202354
30788,9433163
30812,293218
30817,439172
30819,175321
30836,1877547
30846,428656
30864,253474
30878,100060
30879,1192036
30889,52650
30895,2000620
30903,1331868
30943,106344
30953,2111141
30954,94806
30969,96786
30976,139014
30985,344189
30987,109948
30996,1089464
31028,263903
31043,173933
31077,168380
31083,119927
31084,990406
31089,92485
31090,33160
31100,812353
31109,44344
31121,214296
31127,105230
31146,190109
31158,190210
31184,334677
31189,744983
31197,70471
31198,152110
31217,269265
31223,741919
31232,62605
31236,350143
31249,150568
31257,103220
31266,34852
31267,56713
31272,135740
31286,973152
31313,1207383
31329,78960
31345,12259
31361,1186502
31381,61779
31390,579518
31406,185245
31409,33124
31410,77313
31443,64733
31445,1292285
31461,758284
31469,6457746
31479,92354
31485,230622
31488,117747
31516,375546
31539,136951
31545,96998
31555,200929
31592,39918
31628,34750506
31694,175365
31711,75469
31713,19762
31723,26418
31762,70271
31774,41227
31823,203032
31840,486071
31864,78690
31900,126303
31905,174884
31928,205604
31936,128177
31945,4865840
31953,1552939
31966,72727
31972,50899
31980,212561
31994,132975
31999,362977
32018,62809
32021,295292
32025,174877
32082,181307
32084,377179
32135,302392
32172,4035479
32178,5061670
32188,77760914
32203,513704
32209,133454
32212,1621261
32232,2163648
32242,629495
32245,7621000
32257,252751
32260,74934
32265,239167
32277,114344
32282,990803
32286,76097
32287,348755
32292,55210
32293,124709
32296,2925022
32304,23411
32306,20730
32307,62615
32325,7602676
32327,88028
32331,130028
32348,101732
32360,345373
32363,570266
32367,784496
32393,164928
32436,253066
32441,207994
32459,204153
32487,60689
32489,6200289
32526,6421357
32527,167221
32532,150027
32541,13980496
32551,946606
32574,2429362
32606,74733
32612,2224199
32629,706240
32647,1451607
32718,755098
32722,669675
32737,435452
32745,253923
32749,3710332
32773,9802061
32779,2023497
32836,77685
32838,317522
32904,224836
32907,76709
32908,75496
32912,1328334
32941,1517851
32957,19668
32968,52980
32974,1529736
32992,129288000
33005,874441
33009,334273
33010,108119
33013,56059
33026,95426
33103,139509
33111,1719305
33114,462338
33119,702041
33124,159116000
33131,110759
33135,234983
33136,389243
33137,167359
33183,55610
33188,1200286
33198,174779
33202,182146
33204,201175
33216,1516607
33306,20039455
33316,376042
33380,256144
33405,821066
33418,476016
33440,1956455
33450,277105
33457,1001335
33458,515164
33470,181378
33492,1062469
33497,311294
33503,1185728
33506,147365
33508,583009
33510,4348628
33511,80452
33527,7395831
33539,3223468
33542,300089
33552,133839
33555,5070046
33565,210261
33568,53612
33616,164837
33639,725312
33645,335525
33646,2401966
33648,5351870
33653,60974137
33656,33591
33661,971410
33664,1638770
33681,8181021
33682,6763349
33686,7997815
33708,531197
33739,220383
33753,372793
33758,1200877
33761,239974
33785,13998
33794,170834
33802,36695
33803,1352517
33805,159468
33806,7882623
33812,250202
33818,80159
33823,285380
33826,9503801
33831,216513
33832,99020
33845,619212
33846,234565
33849,2066735
33851,64852
33855,53000
33859,441217
33860,1989836
33867,1418788
33873,321194
33880,113401
33893,18159563
33905,2570056
33922,199870
33925,109507
33926,186932
33928,756816
33935,4164732
33947,23245910
33954,113152757
33959,176173
33978,306998
33990,144494
33999,509949
34010,853873
34011,1386642
34014,128396
34020,90133
34023,198127
34038,295840
34040,269198
34047,912815
34052,84585
34058,302540
34060,1059144
34068,779284
34069,3685322
34072,739240
34073,1317774
34074,348940
34076,742173
34089,176646
34090,210871
34093,152968
34098,302260
34102,1750952
34106,172425
34108,304147
34110,404272
34116,298985
34120,1218361
34121,777760
34125,517658
34138,143476
34146,163478
34147,2147032
34148,162424
34150,274898
34153,177539
34156,421614
34160,135642
34162,265635
34171,72301
34193,159525
34207,550032
34209,277056
34210,249336
34211,533271
34214,182203
34217,1276073
34221,52958000
34222,234503
34229,290378
34232,90292
34233,211125
34240,146476
34241,629864
34249,199869
34252,767222
34253,264741
34254,975077
34256,215530
34259,514341
34289,274886
34294,711150
34295,1235084
34304,229977
34308,30882
34311,161038
34313,25919
34319,359775
34325,307432
34328,131124
34331,3734
34332,673585
34334,63432
34348,705858
34351,1803181
34352,262161
34353,902280
34363,463284
34383,21689804
34384,362672
34386,70489
34393,92091
34394,198988
34395,1982691
34397,255373
34401,388039
34403,740467
34404,464506
34407,188619
34409,214700
34415,732840
34416,238283
34422,556001
34440,53023
34441,36983
34444,9356731
34445,91501
34455,70798
34456,42110
34457,165406
34460,66193
34468,145282
34478,11086
34488,50443
34489,290087
34496,498242
34507,2380221
34517,202577
34519,2995824
34524,638890
34526,116633
34533,1200001
34535,311368
34548,55893
34553,4173
34562,143047
34565,336903
34566,192327
34572,132467
34573,335242
34585,205671
34589,8402527
34598,3062597
34599,716199
34603,1415232
34606,253167
34607,1850010
34610,165640
34613,41378
34617,18251140
34618,1739408
34619,6915
34620,554050
34627,289855
34643,178808
34644,48215
34652,41314
34656,1364435
34662,120451
34666,112902
34669,153363
34677,165147
34681,918010
34683,645801
34685,266093
34686,151487
34697,1878681
34699,1219507
34702,78425
34710,6870076
34711,93981
34717,1943120
34719,202443
34723,4518493
34726,1374647
34727,170900
34728,1008692
34733,4169472
34742,6877477
34747,131862
34748,95814
34752,90131
34755,604638
34759,170375
34760,316518
34775,27829056
34778,237194
34781,671043
34784,97666
34786,267468
34788,1853711
34799,10340
34803,618140
34805,530252
34811,681726
34812,515061
34832,395870
34836,412603
34837,1075790
34847,238655
34849,284442
34857,113399
34858,157110
34860,62398
34866,217462
34876,453453
34885,640533
34887,159363
34888,1015778
34890,634133
34899,312437
34900,51601
34908,105465
34918,163625
34930,106319
34934,362090
34936,415703
34938,106855
34940,1126890
34944,190690
34951,124223
34953,587956
34955,323148
34957,177668
34966,54274
34967,8629295
34968,29700000
34969,533163
34973,221353
34977,309026
34978,497026
34980,1644492
34982,877462
34995,103963
34997,151255
34998,325680
35005,434938
35007,3974125
35013,390164
35014,568425
35015,245262
35019,61714
35020,326918
35022,455354
35027,243216
35028,956376
35029,150420
35031,181969
35033,179953
35043,129222
35050,188605
35052,345324
35056,116652
35058,48042
35060,120090
35067,152416
35069,157963
35075,19893
35076,113518
35077,85436
35084,190125
35094,47074
35095,7973918
35100,1503583
35101,164902
35103,89334
35109,203708
35111,441697
35112,212471
35115,403733
35117,156113
35118,76108
35123,1295290
35131,353887
35138,163729
35139,260084
35141,9922560
35151,259459
35154,264657
35157,820086
35161,294650
35164,160939
35165,471392
35169,237812
35172,115743
35179,146029
35186,815962
35189,1430698
35200,436951
35206,90949
35207,574459
35212,137477
35214,406746
35218,228605
35220,137924
35221,378381
35223,223793
35229,100825
35230,789720
35236,175665
35237,2539763
35241,51675
35245,122938
35249,315564
35257,536159
35258,217645
35260,36559
35261,52174
35267,33868
35274,416525
35276,255290
35278,900659
35284,109726
35286,243284
35292,178206
35295,1337753
35303,105210
35304,113354
35309,561134
35314,38357
35319,97398
35320,159156
35322,356580
35323,47207
35326,211459
35328,49268864
35331,845736
35333,270506
35345,218345
35348,705179
35350,312513
35355,164413
35361,840356
35365,384700
35366,174995
35367,236725
35376,98923
35377,255131
35385,355960
35388,155017
35393,37838
35394,75670
35406,209235
35407,243091
35412,552105
35417,253185
35420,192261
35422,319922
35426,939741
35427,207351
35430,119523
35432,40785
35439,154592
35441,333036
35442,72832
35444,4841738
35445,256527
35450,119421
35451,182641
35455,156679
35456,487644
35465,846089
35476,166282
35477,188700
35479,333240
35480,234889
35492,83491
35495,68208
35497,215466
35498,10986716
35510,6257
35513,325522
35514,197135
35518,297247
35519,783579
35521,393417
35524,110654
35525,2728298
35530,205958
35533,20805
35541,1707567
35543,221898
35546,8162097
35547,78227
35558,70371
35568,282379
35583,11096621
35585,229166
35597,93133
35599,568611
35602,28383
35604,144036
45826,908000
55130,93524
57022,208839
57025,86242
57026,374906
57031,49603
57033,176689
57034,127295
57038,2299685
57044,424081
57053,39047611
57055,209907
57056,544116
57058,148304
57061,529378
57065,539197
57069,361851
57071,438899
57072,274726
57073,250070
57074,106061
57077,1238215
57079,5896895
57082,1966760
57083,83987
57091,179469
57092,119014
57093,218404
57095,185322
57097,596435
57098,640684
57101,325215
57102,275799
57103,1028147
57109,7122
57112,316933
57113,102442
57119,216652
57120,263113
57123,117957
57124,354828
57125,27253
57127,311345
57129,134786
57131,518663
57134,1091045
57135,1683233
57137,96797
57141,51177
57144,406077
57145,505713
57160,8280
57162,408530
57167,68171
57176,616672
57184,496501
57192,74384
57197,908911
57203,32506627
57214,149963
57228,924720
57230,183008
57232,42304
57244,915989
57249,663423
57250,173458
57252,387297
57254,106902
57255,376675
57264,244600
57265,686414
57269,777439
57273,65113
57274,206799
57275,85832
57277,176074
57279,174345
57280,136587
57282,37000928
57293,1378199
57295,389812
57298,285911
57301,240082
57311,13016049
57312,149102
57320,50032
57335,222973
57336,97970
57348,1253531
57358,599694
57359,188049
57363,45826
57366,282922
57368,1621911
57369,990128
57373,210000
57377,396716
57379,38739
57382,423118
57391,111225
57395,108175
57396,137015
57408,7075806
57411,236964
57414,220572
57415,1027532
57416,304618
57417,810695
57420,138058
57425,348113
57428,569432
57429,95407
57444,213336
57447,306357
57449,1076165
57450,175715000
57451,587723
57453,90290
57463,1226671
57465,337366
57468,53618
57470,33773
57477,22199
57483,414180
57488,243180
57491,287837
57495,69355
57497,747955
57504,86580
57505,363858
57510,644598
57511,217871
57512,17095107
57513,98282
57514,196269
57522,591560
57524,149576
57531,100948
57540,341091
57542,922009
57543,232745
57548,53128
57552,285240
57554,317722
57559,287211
57564,121927
57565,56935844
57569,91742
57570,6707230
57571,169471
57576,118280
57579,73419
57581,52025
57585,158917
57587,176604
57591,588232
57598,333466
57603,234207
57607,888128
57610,332710
57611,35537
57614,831698
57620,582266
57621,473401
57624,144371
57626,226536
57631,376818
57632,135531
57633,827925
57640,63565
57644,160019
57656,90273
57665,1408235
57672,236787
57684,177048
57686,228964
57694,186402
57695,88051
57696,1999149
57701,1116947
57703,213125
57704,241935
57706,281997
57710,281088
57711,202470
57716,675574
57729,1128730
57730,110476
57733,143554
57734,253252
57740,244073
57741,289399
57742,575711
57754,526299
57756,413182
57764,1947903
57773,55124
57776,1027051
57777,733693
57784,156224
57785,70331
57787,1076120
57789,155006
57799,135623
57803,123547720
57804,197771
57807,239287
57810,1840636
57813,1401648
57815,976057
57816,293591
57821,60119
57825,405996
57833,5294920
57834,3471
57841,374488
57849,124002
57850,256911
57857,238036
57867,137178
57869,239240
57870,4206048
57872,65881
57873,913194
57874,352068
57878,217828
57880,154045
57882,77491
57884,26398
57888,316037
57890,197206045
57892,169240
57897,50595
57898,195209
57899,95198
57901,77267
57903,1162683
57904,2995768
57910,47536
57915,147601
57919,4425259
57920,248942
57922,166229
57923,170508
57924,196903
57927,391219
57931,116072
57933,110171
57934,2903065
57944,759597
57945,197476
57949,132314
57951,90423
57952,67187
57953,388536
57954,154304
57955,518858
57957,116939799
57966,863455
57967,240916
57968,1142002
57971,193080
57973,770227
57974,53552
57978,186342
57983,233341
57990,126662
57993,6370072
57994,136104
57997,1534654
58000,138245
58004,134604
58005,79310
58006,8364998
58010,62645
58013,768441
58018,416498
58020,494432
58025,253834
58029,164462
58030,314938
58037,79667
58039,65439
58040,167200
58048,395030
58049,149853
58054,867595
58057,558744
58060,840573
58063,73548
58069,233527
58074,198476
58075,90373
58076,57958
58077,141246
58079,113871
58082,102179
58088,277293
58090,363533
58091,81660
58092,597414
58095,149490
58100,1221171
58101,290029
58103,105837
58105,245037
58106,109271
58107,189715
58111,225063
58112,35726
58113,112595
58114,173976
58115,637488
58119,1860827
58121,300931
58127,247011
58133,168192
58138,244447
58140,424173
58142,446747
58143,143517
58148,167218
58152,126727
58158,89320
58159,304432
58163,517290
58164,267965
58165,376127
58172,33501
58175,822440
58176,303534
58177,18314349
58180,352178
58181,1102606
58184,196729
58186,194211
58188,54665
58189,105774
58191,358304
58194,998902
58196,334400
58199,42974
58201,194715
58203,300076
58206,136860
58208,420812
58210,1255643
58214,94298
58216,7793
58218,143167
58220,114527
58224,202204
58227,595178
58228,1105165
58230,141102
58231,130507
58234,273877
58239,275585
58243,1075166
58244,334194
58245,299731
58247,335572
58249,517677
58255,810312
58257,615043
58259,455598
58261,516611
58262,113514
58263,146554
58264,674180
58267,871692
58271,86667
58274,125959
58275,348011
58276,321191
58278,209648
58279,151355
58281,446303
58282,63682
58289,160036
58291,545670
58292,165210
58294,181142
58296,349817
58297,295562
58300,80204
58302,4737547
58303,23661
58305,72898
58307,268416
58309,1126629
58310,194628
58311,173993
58314,1308252
58316,1157881
58317,36493
58319,396242
58322,124578
58324,118529
58325,747503
58328,1582711
58329,330760
58341,232925
58345,432810
58347,117175
58348,85545
58357,219464
58359,119937
58360,232667
58366,911063
58370,361952
58371,86617
58372,145407
58374,552238
58375,112735
58376,391780
58377,123031
58378,755051
58380,322462
58387,243658
58390,3321825
58395,485325
58396,316719
58401,330019
58402,141632
58405,131174
58407,258451
58408,3248124
58410,561381
58411,194350
58413,107744
58415,481568
58417,194528
58421,82967
58423,62437
58424,1036623
58426,53955
58427,4150372
58428,173198
58432,642934
58433,625199
58434,153686
58443,158241
58445,322188
58446,343390
58450,106009
58452,173103
58457,3846353
58458,901782
58462,305609
58463,1058190
58464,443553
58466,34305
58467,352817
58469,454742
58470,152231
58479,449952
58481,1073294
58482,70386
58483,505877
58484,139771
58485,549927
58486,1368294
58490,653423
58498,202449
58500,152420
58502,356564
58503,199952
58504,79931
58506,277718
58508,175105
58509,160220
58511,177718
58513,1025995
58514,84527
58516,254727
58517,70807
58520,211341
58522,122553
58523,166134
58532,1197344
58533,270668
58534,155628
58536,1593928
58537,86921
58541,311016
58545,110781
58548,161814
58556,372392
58558,631695
58560,132715
58562,292678
58563,188694
58564,6063190
58574,469809
58576,103437
58577,1170614
58579,147240
58580,432500
58581,635272
58583,764745
58584,149903
58586,32712
58588,189039
58590,74708
58591,204876
58593,176205
58594,25896
58595,483587
58596,4505529
58597,111238
58599,81158
58602,121214
58604,1125890
58608,235019
58615,200542
58619,215507
58625,131093
58626,159043
58629,2454484
58630,94881
58631,703919
58632,781426
58636,103987
58640,1894287
58641,252129
58644,198456
58646,218069
58647,3971790
58648,2128671
58651,217337
58652,720459
58654,428836
58656,16964603
58657,279853
58658,133099
58659,118006
58660,85718
58664,105163
58665,1700897
58668,160970
58670,160389
58671,227809
58672,296103
58675,380901
58678,112243
58680,55686
58687,277461
58689,443780
58691,174345
58692,284418
58694,303921
58696,907785
58697,107778
58699,427391
58700,8802
58703,273810
58705,543942
58712,341450
58714,2945356
58716,538153
58719,729450
58722,656531
58723,213532
58724,128199
58725,301220
58727,323092
58728,447652
58732,94471
58739,327970
58741,911241
58743,104254
58745,119599
58750,160761
58752,521070
58757,289809
58762,327680
58763,332957
58764,126750
58768,138751
58769,1265728
58772,93589
58776,129004
58778,96841
58780,237989
58783,483569
58786,355591
58789,195377
58796,448566
58804,252818
58806,77819
58810,197766
58811,48465
58816,1393564
58818,229114
58823,1333675
58824,372438
58826,98199
58827,199972
58828,579024
58848,70054
58852,213006
58857,72367
58859,128349
58862,384586
58864,286120
58874,542375
58889,269297
58892,511316
58899,91338
58923,343844
58932,96816
58935,409663
58937,645972
58952,123577
58961,181391
58978,42246572
58979,27782765
58991,8952035
59004,620316
59017,73277772
59049,9936645
59051,552796
59052,4556051
59060,961500
59070,2451272
59074,170127
59086,90549
90040,98672
90140,487536
90141,795698
90146,400237
90147,437046
90160,2467173
90169,545285
90173,1010253
90175,682850
90181,519672
90183,4521734
90188,1292178
90190,750894
90191,438890
90196,1261279
90202,318531
90203,597214
90206,779013
90208,674425
90211,2014626
90213,2056809
90215,1393486
90227,1063673
90229,215327
90234,202607
90235,532019
90245,340031
90250,2810535
90251,762398
90253,857935
90258,288713
90259,526045
90268,346190
90270,481161
90282,562806
90290,1533376
90291,538040
90297,765243
90300,2073257
90303,1042176
90308,558865
90311,377247
90384,270817
90582,145799
91005,157868
91280,206323
91325,196496
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
